	#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
14	S00015	00015	1959 DEL 1	P           	Explorer 6	NASA S-2	1959-08-07	S00017	1959 Aug  7 1430	Earth	1961 Jul  1	R?	-	GSFC	US	TRW	Able Probe	ARC 420	      40 	 	     40 	 	      42 	?	   0.7 	 	  0.7 	 	    2.2 	 	Sphere + 4 Pan	1959 Sep  8	     250	 	   42327	 	 46.95 	 	HEO	-	Able 3
19	S00020	00020	1959 ETA	P A         	Vanguard III	Magne-Ray satellite	1959-09-18	A00034	1959 Sep 18 0529	Earth	-	AO	-	GSFC	US	NRL	"NRL 20"""	-	      23 	 	     23 	 	      47 	 	   1.2 	 	  0.5 	 	    1.2 	 	Sphere + Ant	1959 Oct 27	     521	 	    3758	 	 33.35 	 	MEO	-	-
21	S00022	00022	1959 IOT 1	P           	Explorer 7	NASA S-1A	1959-10-13	S00023	1959 Oct 13 1539	Earth	-	O	-	GSFC	US	ABMA	S-1	-	      41 	 	     41 	 	      41 	 	   0.8 	 	  0.8 	 	    7.0 	 	DCone + 2 Ant	1959 Nov 17	     560	 	    1087	 	 50.27 	 	LEO/I	-	-
28	S00029	00029	1960 BET 2	P           	Tiros 1	A-1	1960-04-01	S00028	1960 Apr  1 1218	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     122 	 	    122 	 	     122 	 	   0.5 	 	  1.1 	 	    1.1 	 	Cyl	1960 May  5	     690	 	     754	 	 48.41 	 	LEO/I	-	-
59	S00060	00060	1960 XI 1	P           	Explorer 8	NASA S-30	1960-11-03	S00062	1960 Nov  3 0533	Earth	2012 Mar 28	R	-	GSFC	US	MSFC	S-1	-	      41 	 	     41 	 	      41 	 	   0.9 	 	  0.9 	 	    6.1 	 	DCone + Ant	1960 Dec  5	     416	 	    2286	 	 49.98 	 	LEO/I	-	-
62	S00063	00063	1960 PI 1	P           	Tiros 2	NASA A-2	1960-11-23	S00064	1960 Nov 23 1126	Earth	2014 May 18 0500?	R	-	GSFC	US	RCA	Tiros	-	     122 	 	    122 	 	     122 	 	   0.5 	 	  1.1 	 	    1.1 	 	Cyl	1960 Dec 23	     608	 	     743	 	 48.57 	 	LEO/I	-	Tiros B
97	S00098	00098	1961 KAP	P   D       	Explorer 10	P-14	1961-03-25	A00090	1961 Mar 25 1525	Earth	1961 Mar 26 0724	DSO	D00017	GSFC	US	GSFC	P-14	-	      35 	 	     35 	 	      35 	 	   1.3 	 	  0.5 	 	    2.2 	 	Cyl + Ant + 2 Ant	1961 Mar 25	     221	 	  181000	 	 33.00 	 	DSO	-	-
106	S00107	00107	1961 NU 1	P A         	Explorer 11	NASA S-15	1961-04-27	A00095	1961 Apr 27 1425	Earth	-	AO	-	GSFC	US	MSFC	S-15	-	      40 	 	     40 	 	      45 	 	   1.1 	 	  0.3 	 	    1.1 	 	Step Cyl	1961 May 29	     497	 	    1777	 	 28.76 	 	LEO/I	-	-
161	S00162	00162	1961 RHO 1	P           	Tiros 3	NASA A-3	1961-07-12	S00165	1961 Jul 12 1048	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     129 	 	    129 	 	     129 	 	   0.5 	 	  1.1 	 	    1.1 	 	Cyl	1961 Aug 16	     734	 	     821	 	 47.90 	 	LEO/I	-	Tiros C
169	S00170	00170	1961 UPS	P           	Explorer 12	NASA S-3	1961-08-16	A00110	1961 Aug 16 0357?	Earth	1963 Aug 31	R	-	GSFC	US	RAYM	EPE	-	      38 	 	     38 	 	      38 	 	   0.5 	 	  0.7 	 	    1.2 	 	Oct Cyl + Ant + 4 Pan	1961 Sep 20	     457	 	   77170	 	 33.43 	 	VHEO	-	EPE-A
172	S00173	00173	1961 PHI 1	P           	Ranger 1	NASA P-32	1961-08-23	S00174	1961 Aug 23 1025	Earth	1961 Aug 30 0830?	R	-	JPL	US	JPL	Ranger Block I	-	     306 	 	    306 	 	     306 	 	   3.6 	 	  1.5 	 	    5.2 	 	Hex Cyl + Truss + 2 Pan	1961 Aug 23	     179	 	     446	 	 32.88 	 	LLEO/I	-	RA-1
205	S00206	00206	1961 A THE	P           	Ranger 2	NASA P-33	1961-11-18	A00151	1961 Nov 18 0832?	Earth	1961 Nov 20	R	-	JPL	US	JPL	Ranger Block I	-	     306 	 	    306 	 	     306 	 	   3.6 	 	  1.5 	 	    5.2 	 	Hex Cyl + Truss + 2 Pan	1961 Nov 19	     149	 	     169	 	 33.34 	 	LLEO/I	-	RA-2
220	S00221	00221	1962 ALP 1	P   D       	Ranger 3	NASA P-34	1962-01-26	S00222	1962 Jan 26 2050	Earth	1962 Jan 28	DSO	D00019	JPL	US	JPL	Ranger Block II	-	     188 	 	    188 	 	     336 	 	   1.0 	 	  1.5 	 	    5.2 	 	Hex Cyl + 2 Pan	1962 Jan 26	     275	 	     Inf	 	 29.54 	 	EEO	-	RA-3
225	S00226	00226	1962 BET 1	P           	Tiros 4	NASA A-9	1962-02-08	S00229	1962 Feb  8 1307	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     129 	 	    129 	 	     129 	 	   0.5 	 	  1.1 	 	    1.1 	 	Cyl	1962 Mar 13	     716	 	     838	 	 48.29 	 	LEO/I	-	Tiros D
254	S00255	00255	1962 ZET 1	P           	OSO 1	NASA S-16	1962-03-07	S00257	1962 Mar  7 1615?	Earth	1981 Oct  8	R	-	GSFC	US	BALL	OSO	-	     208 	 	    208 	 	     208 	 	   0.9 	 	  1.1 	 	    2.3 	 	Cyl + Sail + 3 Ant	1962 Apr 19	     546	 	     601	 	 32.83 	 	LLEO/I	-	OSO A
279	S00280	00280	1962 MU 1	P   D       	Ranger 4	Ranger 4	1962-04-23	S00282	1962 Apr 23 2105	Earth	1962 Apr 26 1250	DSO	D00024	JPL	US	JPL	Ranger Block II	-	     188 	 	    188 	 	     336 	 	   1.0 	 	  1.5 	 	    5.2 	 	Hex Cyl + 2 Pan	1962 Apr 26	     200	?	     Inf	 	 29.40 	?	EEO	-	-
308	S00309	00309	1962 A ALP 1	P           	Tiros 5	Tiros E	1962-06-19	S00311	1962 Jun 19 1242?	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     129 	 	    129 	 	     129 	 	   0.6 	 	  1.1 	 	    1.1 	 	Cyl	1962 Jul 20	     585	 	     975	 	 58.07 	 	LEO/I	-	NASA A-50
373	S00374	00374	1962 A RHO 1	P   D       	Mariner 2	Mariner R-2	1962-08-27	S00375	1962 Aug 27 0721	Earth	1962 Aug 27 1633	DSO	D00028	JPL	US	JPL	Ranger	-	     203 	 	    193 	?	     203 	 	   3.4 	 	  1.0 	 	    5.0 	 	Hex Cyl + Truss + 2 Pan	1962 Aug 27	     197	 	 -100773	 	 32.03 	 	EEO	-	-
396	S00397	00397	1962 A PSI 1	P           	Tiros 6	Tiros F2	1962-09-18	S00398	1962 Sep 18 0914?	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     127 	 	    127 	 	     127 	 	   0.6 	 	  1.1 	 	    1.1 	 	Cyl	1962 Oct 21	     682	 	     713	 	 58.28 	 	LEO/I	-	NASA A-51
425	S00426	00426	1962 B ALP 2	P A         	TAVE	TAVE	1962-09-29	A00270	1962 Sep 29 0612	Earth	-	AO	-	GSFC	US	GSFC	TAVE	-	      91 	 	     91 	 	     900 	 	   0.9 	 	  1.1 	 	    0.9 	 	Cyl	1962 Nov 10	     998	 	    1023	 	 80.48 	 	LEO/I	-	-
431	S00432	00432	1962 B GAM 1	P           	Explorer 14	EPE B	1962-10-02	S26558	1962 Oct  2 2225?	Earth	1965?	R?	-	GSFC	US	RAYM	EPE	-	      40 	 	     40 	 	      40 	 	   0.5 	 	  0.7 	 	    1.3 	 	Oct Cyl + Ant + 4 Pan	1964 Oct 20	     915	 	   96959	 	 33.60 	 	VHEO	-	NASA S-3A
438	S00439	00439	1962 B ETA 1	P   D       	Ranger 5	Ranger 5	1962-10-18	S00440	1962 Oct 18 1737	Earth	1962 Oct 19 0757	DSO	D00030	JPL	US	JPL	Ranger Block 2	-	     203 	 	    203 	 	     351 	 	   3.4 	 	  1.0 	 	    5.0 	 	Hex Cyl + Truss + 2 Pan	1962 Oct 19	     207	 	  543753	 	 28.32 	 	CLO	-	-
444	S00445	00445	1962 B LAM 1	P           	Explorer 15	EPE C	1962-10-27	S04924	1962 Oct 27 2329?	Earth	1978 Jan 15	R	-	GSFC	US	RAYM	EPE	-	      44 	 	     44 	 	      44 	 	   0.5 	 	  0.7 	 	    1.3 	 	Oct Cyl + Ant + 4 Pan	1962 Dec  9	     312	 	   17619	 	 17.97 	 	HEO	-	NASA S-3C, SERB
502	S00503	00503	1962 B UPS 1	P           	Relay 1	Relay A	1962-12-13	S00515	1962 Dec 13 2351?	Earth	-	O	-	GSFC	US	RCA	Relay	-	      78 	 	     78 	 	      78 	 	   0.8 	 	  0.7 	 	    1.3 	 	Oct Frust	1963 Feb  7	    1323	 	    7436	 	 47.50 	 	MEO	-	NASA A-15
552	S00553	00553	1963-004A	P           	Syncom 1	Syncom 1	1963-02-14	S00532	1963 Feb 14 0550?	Earth	-	O	-	GSFC	US	HSES	HS-301	TE-M-375	      32 	 	     27 	?	      68 	 	   0.4 	 	  0.7 	 	    0.4 	 	Cyl	1963 Oct 14	   34181	 	   37015	 	 33.51 	 	GEO/NS	-	-
563	S00564	00564	1963-009A	P           	Explorer 17	AE-A	1963-04-03	S00565	1963 Apr  3 0208	Earth	1966 Nov 24 0830?	R	-	GSFC	US	GSFC	S-6	-	     184 	 	    184 	 	     184 	 	   0.9 	 	  0.9 	 	    1.8 	 	Sphere + Ant	1963 May  5	     246	 	     914	 	 57.61 	 	LLEO/I	-	NASA S-6
603	S00604	00604	1963-024A	P           	Tiros 7	Tiros G	1963-06-19	S00605	1963 Jun 19 1011	Earth	1994 Jun  3	R	-	GSFC	US	RCA	Tiros	-	     135 	 	    135 	 	     135 	 	   0.6 	 	  1.1 	 	    1.1 	 	Cyl	1963 Jul 24	     614	 	     656	 	 58.21 	 	LEO/I	-	NASA A-52
633	S00634	00634	1963-031A	P           	Syncom 2	Syncom 2	1963-07-26	S00625	1963 Jul 26 1443?	Earth	-	O	-	GSFC	US	HSES	HS-301	JPL SR-12-1	      34 	 	     30 	?	      66 	 	   0.4 	 	  0.7 	 	    0.4 	 	Cyl	1963 Dec 10	   35784	 	   35793	 	 32.88 	 	GEO/T	-	-
692	S00693	00693	1963-046A	P   D       	IMP 1	IMP A	1963-11-27	A00419	1963 Nov 27 0301	Earth	1963 Nov 27 2112?	DSO	D00040	GSFC	US	GSFC	IMP	-	      63 	 	     63 	 	      63 	 	   0.3 	 	  0.7 	 	    2.5 	 	Oct Cyl + 4 Pan	1964 Apr  3	    2072	 	  194080	 	 35.29 	 	DSO	-	Explorer 18
693	S00694	00694	1963-047A	P A         	AC-2 Instrumentation Ring	AC-2	1963-11-27	A00422	1963 Nov 27 2230	Earth	-	AO	-	LERC	US	GDC	AC R&D	-	     900 	 	    900 	 	    4300 	 	   0.6 	 	  1.5 	 	    1.5 	 	Cyl	1989 Aug 18	     469	 	    1554	 	 30.30 	 	LEO/I	-	-
715	S00716	00716	1963-054A	P           	Tiros 8	Tiros H	1963-12-21	S00717	1963 Dec 21 0941?	Earth	-	O	-	GSFC	US	RCA	Tiros	-	     120 	 	    120 	 	     120 	 	   0.6 	 	  1.1 	 	    1.1 	 	Cyl	1964 Jan 24	     697	 	     757	 	 58.49 	 	LEO/I	-	NASA A-53
736	S00737	00737	1964-003A	P           	Relay 2	Relay B	1964-01-21	S00738	1964 Jan 21 2142	Earth	-	O	-	GSFC	US	RCA	Relay	-	      83 	 	     83 	 	      83 	 	   0.8 	 	  0.8 	 	    1.3 	 	Oct Frust	1964 Mar  4	    2090	 	    7411	 	 46.29 	 	MEO	-	NASA A-16
746	S00747	00747	1964-007A	P   D       	Ranger 6	RA-6	1964-01-30	A00438	1964 Jan 30 1619	Earth	1964 Jan 31 0618?	DSO	D00044	JPL	US	JPL	Ranger Block III	-	     381 	 	    381 	 	     381 	 	   3.0 	 	  1.5 	 	    4.6 	 	Oct Cyl + Truss + 2 Pan	1964 Jan 30	     200	?	  520000	?	 29.00 	?	CLO	-	-
841	S00842	00842	1964-041A	P   D       	Ranger 7	Ranger 7	1964-07-28	S00843	1964 Jul 28 1722	Earth	1964 Jul 29 0747	DSO	D00050	JPL	US	JPL	Ranger Block III	-	     365 	 	    365 	 	     365 	 	   3.0 	 	  1.5 	 	    4.6 	 	Oct Cyl + Truss + 2 Pan	1964 Jul 28	     185	 	  526173	 	 28.96 	 	CLO	-	-
857	S00858	00858	1964-047A	P           	Syncom 3	Syncom C	1964-08-19	S00862	1964 Aug 19 1242	Earth	 -	O	-	GSFC	US	HSES	HS-301	SR-12-1	      34 	 	     33 	 	      66 	 	   0.4 	 	  0.7 	 	    0.4 	 	Cyl	1964 Sep 25	   35640	 	   35926	 	  1.04 	 	GEO/S	-	-
869	S00870	00870	1964-051A	P           	Explorer 20	NASA S-48	1964-08-25	S00871	1964 Aug 25 1356?	Earth	-	O	-	GSFC	US	CHAIL	S-48	-	      44 	 	     44 	 	      44 	 	   0.8 	 	  0.7 	 	   37.0 	 	DCone + 6 Ant	1964 Oct  8	     869	 	    1018	 	 79.90 	 	LEO/I	-	-
871	S00872	00872	1964-052A	P           	Nimbus 1	Nimbus A	1964-08-28	S00878	1964 Aug 28 0856?	Earth	1974 May 16	R	-	GSFC	US	GEVF	Nimbus	-	     376 	 	    376 	 	     376 	 	   3.1 	 	  1.4 	 	    3.4 	 	Cone + 2 Pan	1964 Sep 28	     426	 	     935	 	 98.67 	 	LEO/S	-	-
878	S00879	00879	1964-054A	P   D       	OGO 1	OGO A	1964-09-05	A00535	1964 Sep  5 0222	Earth	1964 Sep  6 0411?	DSO	D00051	GSFC	US	TRW	OGO	-	     487 	 	    487 	 	     487 	 	   1.7 	 	  0.8 	 	   12.0 	?	Box + 2 Pan + 2 Ant	1964 Oct 25	    1289	 	  148412	 	 32.34 	 	DSO	-	-
888	S00889	00889	1964-060A	P           	IMP 2	IMP B	1964-10-04	A00549	1964 Oct  4 0352	Earth	1966 Jan	R	-	GSFC	US	GSFC	IMP	-	      62 	 	     62 	 	      62 	 	   0.2 	 	  0.7 	 	    2.5 	 	Oct Cyl + 2 Pan + 2 Ant	1964 Nov 29	     666	 	   94526	 	 33.82 	 	VHEO	-	Explorer 21
898	S00899	00899	1964-064A	P           	Explorer 22	Beacon Explorer B	1964-10-10	S00907	1964 Oct 10 0327?	Earth	-	O	-	GSFC	US	APL	Transit 5	-	      52 	 	     52 	 	      52 	 	   0.3 	 	  0.5 	 	    4.0 	?	Oct Cyl + 4 Pan	1964 Nov 23	     886	 	    1079	 	 79.69 	 	LEO/I	-	NNS 04164
922	S00923	00923	1964-073A	P   D       	Mariner 3	Mariner C-2	1964-11-05	A00576	1964 Nov  5 1958	Earth	1964 Nov  6 0643	DSO	D00055	JPL	US	JPL	Mariner	-	     261 	 	    261 	 	     397 	 	   2.9 	 	  1.3 	 	    6.9 	 	Oct Cyl + 4 Pan	1964 Nov  5	     180	 	 -210700	 	 31.07 	 	EEO	-	-
937	S00938	00938	1964-077A	P   D       	Mariner 4	Mariner C-3	1964-11-28	S00942	1964 Nov 28 1507	Earth	1964 Nov 29 0010	DSO	D00057	JPL	US	JPL	Mariner	-	     261 	 	    251 	 	     261 	 	   2.9 	 	  1.3 	 	    6.9 	 	Oct Cyl + 4 Pan	1964 Nov 28	     187	 	  -96015	 	 28.13 	 	EEO	-	-
950	S00951	00951	1964-082A	P A         	Surveyor Mass Model	Surveyor Model	1964-12-11	A00601	1964 Dec 11 1434	Earth	1964 Dec 12 0530?	AR	-	JPL	US	JPL	Surveyor Model	-	     952 	 	    952 	 	    2952 	 	   2.4 	 	  1.1 	 	    2.4 	 	Disk + Ant	1964 Dec 11	     165	 	     178	 	 30.70 	 	LLEO/I	-	-
962	S00963	00963	1964-086A	P           	Explorer 26	EPE-D	1964-12-21	S04926	1964 Dec 21 0913	Earth	1978 Apr?	R	-	GSFC	US	RAYM?/GSFC	EPE	-	      46 	 	     46 	 	      46 	 	   0.5 	 	  0.7 	 	    1.3 	 	Oct Cyl + Ant + 4 Pan	1965 Jan 22	     310	 	   26202	 	 20.14 	 	HEO	-	-
977	S00978	00978	1965-004A	P           	Tiros 9	Tiros I	1965-01-22	S00979	1965 Jan 22 0815?	Earth	-	O	-	GSFC	US	RCA	Tiros I	-	     138 	 	    138 	 	     138 	 	   0.6 	 	  1.1 	 	    0.6 	 	Cyl	1965 Mar  2	     702	 	    2583	 	 96.41 	 	LEO/S	-	NASA A-54
986	S00987	00987	1965-007A	P           	OSO 2	OSO B2	1965-02-03	S00988	1965 Feb  3 1648	Earth	1989 Aug  9	R	-	GSFC	US	BALL	OSO	-	     236 	 	    236 	 	     236 	 	   0.9 	 	  2.3 	 	    2.3 	 	Cyl + Sail + 2 Ant	1965 Mar 10	     549	 	     628	 	 32.85 	 	LLEO/I	-	NASA S-17
1084	S01085	01085	1965-009A	P A         	Pegasus 1	Pegasus 1	1965-02-16	A00631	1965 Feb 16 1451	Earth	1978 Sep 17	AR	-	MSFC	US	FAIRH	Pegasus	-	    1400 	 	   1400 	 	   10297 	 	   5.0 	?	  2.0 	?	   29.0 	 	Truss + 2 Wing	1965 Mar 18	     500	 	     731	 	 31.75 	 	LEO/I	-	-
1085	S01086	01086	1965-010A	P   D       	Ranger 8	RA-8	1965-02-17	S01087	1965 Feb 17 1730	Earth	1965 Feb 20	DSO	D00061	JPL	US	JPL	Ranger Block III	-	     368 	 	    366 	 	     368 	 	   3.0 	 	  1.5 	 	    4.6 	 	Oct Cyl + Truss + 2 Pan	1965 Feb 17	     199	 	  564023	 	 28.80 	 	CLO	-	-
1293	S01294	01294	1965-023A	P   D       	Ranger 9	RA-9	1965-03-21	S01298	1965 Mar 21 2152	Earth	1965 Mar 24	DSO	D00063	JPL	US	JPL	Ranger Block III	-	     368 	 	    367 	 	     368 	 	   3.0 	 	  1.5 	 	    4.6 	 	Oct Cyl + Truss + 2 Pan	1965 Mar 21	     188	 	  772332	 	 28.50 	 	CLO	-	-
1327	S01328	01328	1965-032A	P           	Explorer 27	Beacon Explorer C	1965-04-29	S01358	1965 Apr 29 1435?	Earth	-	O	-	GSFC	US	APL	Transit 5	-	      55 	 	     55 	 	      55 	 	   0.3 	 	  1.2 	 	    4.6 	 	Oct Cyl + 4 Pan	1965 May 30	     936	 	    1316	 	 41.18 	 	LEO/I	-	-
1380	S01381	01381	1965-039A	P A         	Pegasus 2	Pegasus 2	1965-05-25	A00705	1965 May 25 0745	Earth	1979 Nov  3 2120	AR	Atlantic	MSFC	US	FAIRH	Pegasus	-	    1400 	 	   1400 	 	   10300 	 	   5.0 	?	  2.0 	?	   29.0 	 	Truss + 2 Wing	1965 Jul  3	     508	 	     737	 	 31.76 	 	LEO/I	-	-
1387	S01388	01388	1965-042A	P   D       	IMP 3	IMP C	1965-05-29	A00712	1965 May 29 1207	Earth	1965 May 30 0436?	DSO	D00069	GSFC	US	GSFC	IMP	-	      59 	 	     59 	 	      59 	 	   0.3 	 	  0.7 	 	    5.0 	 	Oct Cyl + 4 Pan + 2 Ant	1965 Jul 29	     195	 	  264252	 	 33.86 	 	DSO	-	Explorer 28
1466	S01467	01467	1965-060A	P           	Pegasus 3	Pegasus 3	1965-07-30	A00762	1965 Jul 30 1310	Earth	1969 Aug  4 0704	R	3.4N 56.7E	MSFC	US	FAIRH	Pegasus	-	    1400 	 	   1400 	 	   10323 	 	   5.0 	?	  2.0 	?	   29.0 	 	Truss + 2 Wing	1965 Sep  3	     516	 	     536	 	 28.87 	 	LLEO/I	-	-
1502	S01503	01503	1965-064A	P   D       	Surveyor D-2	Surveyor SD-2	1965-08-11	A00771	1965 Aug 11 1443	Earth	1965 Aug 12?	DSO	D00080	JPL	US	JPL	Surveyor	-	     945 	 	    945 	 	     945 	 	   2.8 	 	  1.3 	 	    2.8 	 	Truss	1965 Aug 11	     166	 	  815085	 	 28.56 	 	CLO	-	-
1619	S01620	01620	1965-081A	P           	OGO 2	OGO C	1965-10-14	S01625	1965 Oct 14 1320?	Earth	1981 Sep 17	R	-	GSFC	US	TRW	OGO	-	     507 	 	    507 	 	     507 	 	   1.7 	 	  0.8 	 	   24.5 	 	Box + 2 Pan + 2 Ant	1966 Jan 23	     418	 	    1509	 	 87.37 	 	LEO/P	-	NASA S-50
1725	S01726	01726	1965-089A	P           	Explorer 29	GEOS A	1965-11-06	S01729	1965 Nov  6 1859	Earth	-	O	-	GSFC	US	APL	ANNA	-	     176 	 	    176 	 	     176 	 	   1.1 	 	  1.2 	 	   15.0 	 	Oct Cyl + Dome + Ant	1966 Jan 17	    1117	 	    2273	 	 59.38 	 	MEO	-	-
1805	S01806	01806	1965-098B	P           	Explorer 31	DME-A	1965-11-29	S01807	1965 Nov 29 0545	Earth	-	O	-	GSFC	US	APL	DME	-	      98 	 	     98 	 	      98 	 	   0.6 	 	  0.9 	 	    1.2 	 	Oct Cyl	1966 Jan 21	     505	 	    2983	 	 79.82 	 	MEO	-	-
